Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
pkey,0,100.0,integer,90002,8729204812: 33; 8706101854: 33; 8706203323: 32
F2Kol_DJAYGOZIN,0,100.0,integer,2,"2: 564,545; 1: 43,668"
F2Kol_D20,0,100.0,integer,1,"1: 608,213"
F2Kol_D21,608213,-0.0,integer,1,
F2_D01,0,100.0,integer,23,"1: 150,958; 2: 143,212; 3: 116,978"
F2_D03,0,100.0,string,11,"3: 302,037; 1: 152,660; 2: 130,096"
F2_D04,0,100.0,integer,2,"2: 304,397; 1: 303,816"
F2_D05,0,100.0,string,15,"01: 75,615; 06: 73,785; 03: 50,951"
F2_D06,0,100.0,string,102,"68: 15,854; 69: 15,594; 70: 15,220"
F2_D07,0,100.0,string,101,"18: 16,459; 17: 15,605; 16: 14,947"
F2_D08,0,100.0,integer,3,"1: 600,703; 2: 6,936; 3: 574"
F2_D09,0,100.0,string,5,"1: 603,017; 2: 4,729; 4: 279"
F2_D10,6731,98.89331533525262,integer,3,"2: 566,530; 1: 34,952"
F2_D11,573261,5.74667098532915,integer,7,"1: 29,589; 4: 2,422; 2: 1,953"
F2_D12,602850,0.8817634611558822,string,11,"8: 2,320; 9: 710; 7: 507"
F2_D13,605651,0.42123400848058656,string,32,23: 672; 06: 217; 05: 127
F2_D14,608026,0.03074580780088043,integer,7,3: 153; 2: 12; 6: 12
F2_D15,49142,91.92026477566247,string,4,"2: 399,041; 1: 160,029; &: 1"
F2_D16,49142,91.92026477566247,integer,3,"1: 460,726; 2: 98,345"
F2_D17,147487,75.75076494583313,integer,10,"11: 162,345; 21: 104,832; 41: 84,457"
F2_D18,432509,28.888563710410665,string,26,"22: 45,352; 42: 27,540; 52: 23,501"
F2_D19,87028,85.69119699841995,integer,5,"1: 282,560; 4: 213,419; 2: 22,478"
F3_D01,87028,85.69119699841995,integer,3,"2: 375,780; 1: 145,405"
F3_D02,232433,61.78427623217524,integer,3,"2: 372,829; 1: 2,951"
F3_D03,235384,61.29908436682544,integer,3,"2: 355,775; 1: 17,054"
F3_D04,252438,58.49513246181848,integer,3,"2: 355,197; 1: 578"
F3_D05,253016,58.40009996497937,integer,3,"2: 354,146; 1: 1,051"
F3_D06,254069,58.22696982800433,integer,3,"2: 346,659; 1: 7,485"
F3_D07,600728,1.2306543924579083,string,14,"01: 3,265; 07: 1,260; 03: 800"
F3_D08,434103,28.6264844717229,integer,3,"2: 167,895; 1: 6,215"
F3_D09,433689,28.694552730704537,string,351,"6111: 18,895; 9314: 15,791; 5220: 15,329"
F3_D10,433689,28.694552730704537,string,354,"0111: 19,848; 4521: 19,481; 0124: 14,918"
F3_D11,433689,28.694552730704537,integer,11,"2: 62,668; 4: 55,473; 5: 28,957"
F3_D12,462810,23.906591934075728,string,8,"1: 117,953; 2: 12,870; 5: 5,969"
F3_D13,433691,28.694223898535544,string,5,"2: 121,839; 1: 52,676; &: 7"
F3_D14SAL,433689,28.694552730704537,integer,79,"0: 14,861; 2: 13,921; 1: 12,739"
F3_D14MAH,433690,28.694388314620046,integer,13,"0: 135,488; 6: 7,275; 2: 7,033"
F3_D15SAL,433689,28.694552730704537,integer,82,"20: 9,802; 10: 8,872; 5: 7,764"
F3_D15MAH,433692,28.694059482451053,integer,13,"0: 143,370; 6: 5,757; 2: 4,922"
F3_D16SHASLIR,436514,28.230077292001322,integer,8,"6: 78,040; 7: 57,420; 4: 10,760"
F3_D16SHASLIS,436509,28.2308993724238,integer,117,"48: 37,357; 60: 17,407; 70: 13,211"
F3_D16SHHAMRO,436501,28.232214701099778,integer,8,"6: 77,742; 7: 58,991; 5: 10,319"
F3_D16SHHAMSA,436496,28.23303678152226,integer,119,"48: 37,102; 60: 17,559; 70: 14,096"
F3_D17,548819,9.765328922597838,string,12,"1: 17,691; 7: 11,804; 3: 9,105"
F3_D18SHANBEH,434245,28.603137387724363,integer,25,"8: 56,297; 10: 37,031; 0: 15,610"
F3_D18YEKSHAN,434256,28.6013288107949,integer,24,"8: 54,839; 10: 36,058; 0: 20,587"
F3_D18DOSHANB,434253,28.601822059048388,integer,25,"8: 54,574; 10: 35,833; 0: 19,891"
F3_D18SESHANB,434274,28.598369321273964,integer,26,"8: 52,480; 10: 34,728; 0: 25,890"
F3_D18CHARSHA,434269,28.599191401696444,integer,24,"8: 53,258; 10: 35,084; 0: 23,337"
F3_D18PANSHAN,434297,28.594587751330536,integer,24,"8: 49,321; 10: 32,831; 0: 32,111"
F3_D18JOMEH,434500,28.561211286177702,integer,25,"0: 109,179; 10: 15,282; 8: 14,176"
F3_D18JAM,434209,28.60905636676625,integer,122,"48: 33,524; 60: 16,233; 70: 13,387"
F3_D19,588320,3.2707291688931384,string,12,"1: 5,289; 8: 3,633; 4: 3,264"
F3_D20,603690,0.7436539501786354,string,5,"1: 3,217; 2: 1,299; &: 7"
F3_D21,433689,28.694552730704537,integer,3,"2: 143,000; 1: 31,524"
F3_D22,576689,5.183052647674414,integer,3,"1: 29,591; 2: 1,933"
F3_D23,578622,4.8652363563422725,string,7,"1: 14,445; 4: 5,581; 2: 5,501"
F3_D24,433689,28.694552730704537,integer,3,"2: 162,792; 1: 11,732"
F3_D25,596481,1.9289295033154463,string,9,"1: 10,555; 4: 540; 3: 364"
F3_D26,596560,1.9159406326402117,integer,4,"3: 4,369; 2: 4,223; 1: 3,061"
F3_D27ROZ,433689,28.694552730704537,string,10,"6: 96,803; 7: 56,872; 5: 8,632"
F3_D27SAAT,433689,28.694552730704537,string,117,"048: 47,328; 060: 21,556; 070: 15,596"
F3_D28,601997,1.022010381231575,string,163,"6121: 2,411; 6111: 1,500; 6112: 499"
F3_D29,601998,1.0218459651470835,string,173,"0124: 2,399; 0111: 1,451; 0113: 488"
F3_D30,601998,1.0218459651470835,string,12,"02: 4,456; 03: 948; 04: 425"
F3_D31,261552,56.996644267715425,integer,3,"2: 326,887; 1: 19,774"
F3_D1_32,588439,3.2511636548380296,integer,3,"2: 13,741; 1: 6,033"
F3_D2_32,588439,3.2511636548380296,integer,3,"2: 13,939; 1: 5,835"
F3_D3_32,588439,3.2511636548380296,integer,3,"2: 11,983; 1: 7,791"
F3_D4_32,588439,3.2511636548380296,integer,3,"1: 17,783; 2: 1,991"
F3_D5_32,588439,3.2511636548380296,integer,3,"2: 16,059; 1: 3,715"
F3_D6_32,588439,3.2511636548380296,integer,3,"2: 18,682; 1: 1,092"
F3_D7_32,588439,3.2511636548380296,integer,3,"2: 12,165; 1: 7,609"
F3_D8_32,588439,3.2511636548380296,integer,3,"2: 18,825; 1: 949"
F3_D9_32,608189,0.003945986027920068,integer,2,1: 24
F3_D33,281302,53.749426598905316,integer,13,"10: 146,118; 9: 115,603; 12: 21,407"
F3_D34,586938,3.4979521976675976,integer,3,"1: 20,183; 2: 1,092"
F3_D35SAL,588030,3.3184098333971845,string,25,"00: 8,200; 01: 4,382; 02: 3,360"
F3_D35MAH,588031,3.318245417312682,string,15,"00: 10,076; 01: 2,087; 02: 1,960"
F3_D36,588030,3.3184098333971845,string,9,"1: 11,103; 2: 7,347; 3: 951"
F3_D37SAL,597110,1.8255117861670223,integer,58,"2: 2,488; 1: 1,157; 3: 943"
F3_D37MAH,597119,1.8240320414065425,integer,13,"0: 8,579; 6: 648; 2: 338"
F3_D38,597106,1.8261694505049997,integer,3,"2: 10,775; 1: 332"
F3_D39,588030,3.3184098333971845,integer,3,"1: 11,169; 2: 9,014"
F3_D40SAL,597044,1.8363632477437997,string,9,"00: 6,204; 01: 1,984; 02: 1,496"
F3_D40MAH,597044,1.8363632477437997,string,15,"00: 3,926; 01: 1,643; 02: 1,379"
F3_D41,597044,1.8363632477437997,string,271,"0112: 2,401; 9314: 1,955; 5220: 635"
F3_D42,597044,1.8363632477437997,string,294,"7522: 2,271; 4521: 2,244; 0111: 469"
F3_D43,597044,1.8363632477437997,string,13,"04: 6,129; 05: 3,106; 02: 1,352"
