Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
pkey,0,100.0,integer,92685,8504202931: 54; 8504108139: 38; 8509106528: 36
F2Kol_DJAYGOZIN,0,100.0,integer,2,"2: 616,213; 1: 39,068"
F2Kol_D20,0,100.0,integer,1,"1: 655,281"
F2_D01,655281,-0.0,integer,1,
F2_D03,0,100.0,integer,9,"3: 333,722; 1: 157,451; 2: 135,953"
F2_D04,0,100.0,integer,2,"2: 328,291; 1: 326,990"
F2_D05,0,100.0,string,16,"01: 84,787; 06: 83,863; 03: 54,704"
F2_D06,0,100.0,string,103,"68: 18,723; 67: 18,252; 69: 17,156"
F2_D07,0,100.0,string,117,"017: 18,625; 016: 18,215; 018: 17,892"
F2_D08,0,100.0,integer,3,"1: 646,897; 2: 7,780; 3: 604"
F2_D09,0,100.0,string,5,"1: 648,243; 2: 6,121; 4: 470"
F2_D10,8545,98.69597928217055,string,4,"2: 606,643; 1: 40,091; &: 2"
F2_D11,615190,6.118138630602754,integer,7,"1: 33,404; 4: 2,947; 2: 2,264"
F2_D12,648594,1.0204782375805244,string,10,"6: 2,913; 8: 1,566; 4: 607"
F2_D13,652120,0.4823884715106974,string,32,23: 856; 06: 161; 12: 142
F2_D14,654846,0.06638373461156366,integer,6,3: 379; 6: 22; 2: 15
F2_D15,55614,91.51295398462645,string,4,"2: 423,017; 1: 176,645; &: 5"
F2_D16,55614,91.51295398462645,string,4,"1: 497,232; 2: 102,434; &: 1"
F2_D17,158049,75.8807290307517,string,13,"11: 179,673; 21: 114,867; 41: 90,378"
F2_D18,605423,7.608644230490436,integer,22,"34: 8,042; 54: 7,969; 22: 5,693"
F2_D19,98134,85.02413468420417,string,6,"1: 296,989; 4: 235,834; 2: 21,838"
F3_D01,98134,85.02413468420417,integer,3,"2: 400,666; 1: 156,481"
F3_D02,254615,61.14415037213043,integer,3,"2: 387,392; 1: 13,274"
F3_D03,267889,59.118454525615725,integer,3,"2: 371,301; 1: 16,091"
F3_D04,283980,56.662866770133725,integer,3,"2: 361,152; 1: 10,149"
F3_D05,645132,1.5488012013166852,string,14,"01: 4,626; 07: 1,875; 03: 874"
