Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
pkey,0,100.0,integer,89264,8906200727: 42; 8906204118: 40; 8904202027: 34
F2Kol_DJAYGOZIN,0,100.0,integer,2,"2: 547,533; 1: 39,749"
F2Kol_D20,0,100.0,integer,1,"1: 587,282"
F2Kol_D21,587282,-0.0,integer,1,
F2_D01,0,100.0,integer,21,"1: 149,373; 2: 140,895; 3: 114,726"
F2_D03,0,100.0,string,11,"3: 287,554; 1: 151,001; 2: 127,277"
F2_D04,0,100.0,integer,2,"2: 295,079; 1: 292,203"
F2_D05,0,100.0,string,14,"01: 74,307; 06: 72,186; 03: 49,120"
F2_D06,0,100.0,string,102,"71: 13,405; 70: 13,259; 72: 12,932"
F2_D07,0,100.0,string,101,"18: 13,883; 17: 13,353; 19: 12,861"
F2_D08,0,100.0,integer,3,"1: 580,169; 2: 6,527; 3: 586"
F2_D09,0,100.0,integer,4,"1: 581,419; 2: 5,518; 4: 181"
F2_D10,7328,98.75221784423837,integer,3,"2: 552,022; 1: 27,932"
F2_D11,559350,4.756147813145983,integer,7,"1: 21,744; 4: 2,490; 2: 2,423"
F2_D12,581094,1.053667573669892,integer,10,"8: 2,498; 9: 882; 7: 814"
F2_D13,584656,0.4471446426078107,string,32,23: 719; 09: 152; 05: 151
F2_D14,587118,0.02792525566933657,integer,5,3: 132; 6: 19; 2: 7
F2_D15,52162,91.11806593765857,string,4,"2: 387,772; 1: 145,812; -: 1,536"
F2_D16,52162,91.11806593765857,string,4,"1: 431,031; 2: 102,553; -: 1,536"
F2_D17,156251,73.39421266103847,integer,10,"11: 161,068; 21: 94,440; 41: 75,072"
F2_D18,429074,26.939017371552342,string,25,"22: 41,076; 52: 22,318; 42: 21,659"
F2_D19,89784,84.71194417673281,integer,5,"1: 278,836; 4: 192,970; 2: 22,788"
F3_D01,89784,84.71194417673281,integer,3,"2: 364,479; 1: 133,019"
F3_D02,222803,62.062007689661854,integer,3,"2: 362,058; 1: 2,421"
F3_D03,225224,61.649769616640725,integer,3,"2: 342,718; 1: 19,340"
F3_D04,244564,58.35663275904932,integer,3,"2: 341,916; 1: 802"
